Date,open,high,low,close,volume_match,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
2022-01-04,40.645833333333336,41.15833333333333,40.27916666666667,40.74166666666667,9763350.0,-0.092606336,0.062409207,0.23702464,-0.036061786,-0.23378627,-0.34553987,0.061360955,0.52056986,-0.24381092,-0.019793596,-0.11617577,-0.30977246,0.05527762,0.23039119,-0.058045622,-0.22105424,0.043171737,-0.21393158,-0.18854478,-0.4501203,0.10729957,0.13836378,-0.0008594952,-0.1665044,0.095011204,-0.15207121,-0.021987317,-0.28685194,-0.21552587,-0.037167475,-0.02998776,0.15643324,0.05382551,-0.23467238,-0.06014438,0.21783598,0.14075142,-0.16630788,-0.05610483,-0.16952635,-0.0008361179,-0.30469948,-0.16073346,-0.16239862,0.05581614,-0.16639239,-0.1780291,-0.15876211,-0.07438493,0.043242056,0.18099636,-0.22346304,-0.023119725,0.06599017,-0.067690864,0.19584635,0.007908153,0.067734696,-0.06972287,0.11519556,-0.14928229,0.2085322,-0.17031805,0.03221711,-0.25319815,0.027548151,0.06879447,0.13194938,-0.09148875,0.21519604,-0.16701017,0.051264588,0.012049783,-0.025476735,0.30650887,-0.0009935024,0.13059108,-0.2518877,-0.20498297,-0.055251036,-0.17860158,0.16300595,-0.3153361,0.35096085,-0.10347234,0.008882688,-0.2517536,0.10662224,0.29982373,0.29261264,0.3532689,0.04790056,-0.059820913,-0.106255524,0.17611383,0.18444693,0.19935529,-0.21828106,0.0016634548,0.062200695
2022-01-05,40.75416666666667,41.15833333333333,40.10416666666666,40.333333333333336,8901966.666666666,-0.09991249,0.11868847,0.2815508,-0.07537904,-0.17959586,-0.2859539,0.16662395,0.53145844,-0.22026163,-0.055760365,-0.040038243,-0.2568747,-0.045007493,0.20007972,-0.021499136,-0.13096742,0.064465486,-0.15369579,-0.20258966,-0.49344742,0.15353511,0.044960946,0.20766564,-0.1777375,0.077115215,-0.09633146,0.015426581,-0.27645183,-0.33814695,-0.044871476,0.031325005,0.090090916,0.010565587,-0.13446242,-0.07136822,0.23321816,-0.04370479,-0.13167888,0.04614113,-0.23110725,-0.019428883,-0.122024074,-0.18236189,-0.08957618,0.11638597,-0.043099258,-0.15297966,-0.06932942,-0.055084053,0.015280863,0.20695819,-0.2516305,-0.060732756,0.05111576,-0.015279818,-0.016400788,0.010244824,-0.15944801,-0.23267472,0.07210008,-0.1118402,0.16530591,-0.10149233,0.0007830672,-0.26036805,0.29057667,-0.017050624,0.17729057,-0.2071036,0.2624998,-0.26065803,0.07608829,0.12835045,-0.15553296,0.18891908,0.039147425,0.08839268,-0.28701127,-0.21126933,-0.010181465,-0.06024343,-0.09186981,-0.32840392,0.20036063,0.075035736,0.13652296,-0.0699789,0.15261897,0.21631777,0.2991537,0.3639788,0.080938324,-0.08543263,-0.04054657,0.18166901,0.32105,0.20799726,-0.11827168,0.2720896,0.03153305
2022-01-06,40.02916666666667,40.9,39.575,40.2375,10823300.0,-0.22146524,0.029951273,0.16776158,-0.16608994,-0.15249047,-0.30566013,0.117128685,0.4140763,-0.19857058,-0.13150626,-0.06827823,-0.31387034,-0.039056,0.23315278,0.005322578,-0.22640882,-0.023695113,-0.1204368,-0.22412483,-0.45559767,0.026831856,0.004092783,0.11031126,-0.26303586,0.08404836,-0.107603565,-0.06064989,-0.22413297,-0.325588,-0.0035650313,0.014626788,0.11767907,-0.020966457,-0.19526497,-0.15095694,0.1401544,0.18218765,-0.1566668,-0.055420972,-0.26078498,0.13540733,-0.1894011,-0.122510664,-0.14306656,0.10572172,-0.16668867,-0.08188219,-0.08343847,-0.017951384,-0.039131645,0.21880096,-0.14239687,-0.03169748,0.07423865,-0.028393028,0.13437483,-0.004463364,0.008415058,-0.116745405,0.043966018,-0.12150419,0.09273557,-0.075243376,0.007993886,-0.27682954,0.044136643,-0.007427502,0.1448902,-0.13531938,0.1870734,-0.13156413,0.08146904,0.14193355,0.031290926,0.23251896,-0.08887644,0.11741764,-0.121187374,-0.20416151,-0.10809784,-0.13910592,0.00445982,-0.30070567,0.3498957,-0.13191988,-0.0074566137,-0.14987847,0.07629673,0.22962086,0.28923106,0.37300524,0.04285042,-0.038986675,-0.025165228,0.26845515,0.19336045,0.14139348,-0.09986316,0.14739916,-0.04982445
2022-01-07,40.27916666666667,40.61666666666667,39.52916666666667,39.90416666666667,8243366.666666667,-0.04514511,0.0458432,0.23010015,-0.084378935,-0.18704356,-0.36219478,0.045248464,0.4000867,-0.13078359,-0.03225634,-0.106309645,-0.2828079,-0.075811274,0.07828574,-0.047453854,-0.14418015,-0.12371876,-0.15526302,-0.14889623,-0.5527652,0.07973129,-0.0057482105,0.21696585,-0.10287641,0.0012920313,-0.086143054,-0.08348841,-0.328646,-0.29158378,-0.065375015,0.09151757,0.20098789,0.023695882,-0.20008801,-0.10542598,0.19389695,0.060464617,-0.14096609,0.008975158,-0.29175717,0.24293317,-0.28193438,-0.20729743,-0.035091404,0.22437674,-0.107659645,-0.19322202,-0.1337635,0.010619579,0.056026354,0.13651115,-0.20803407,-0.1006872,0.09811427,0.011584379,0.09936114,0.039944194,-0.07835609,-0.14928325,0.0056055835,0.06518301,0.02788983,-0.10377323,0.011323461,-0.20632048,0.16965286,-0.14103445,0.12710011,-0.07988783,0.3176779,-0.2126324,0.0739501,0.09188218,0.055006035,0.345297,0.06743977,0.047170486,-0.22064383,-0.24702092,-0.10701091,-0.036553416,0.06060111,-0.36985636,0.38045,-0.027621312,-0.008937119,-0.17490552,0.15052365,0.19788015,0.24278635,0.30372435,0.16182724,-0.03649705,-0.094330855,0.2601871,0.27665868,0.17329206,-0.1290824,0.04721995,-0.072789565
2022-01-10,39.85,40.32083333333333,39.02916666666667,39.333333333333336,7876750.0,-0.10803778,-0.048060432,0.25074333,-0.111458115,-0.27047262,-0.35679156,0.017130144,0.27832434,-0.16811986,-0.01794923,-0.053947262,-0.27037364,-0.09078733,0.13960479,-0.031226726,-0.1987229,0.048888963,-0.15128364,-0.23184319,-0.49707836,0.017876614,0.07700756,0.025964348,-0.2527135,0.16615048,-0.105229,-0.08902568,-0.25369275,-0.23573823,-0.025669796,0.15302855,0.26816428,0.03600739,-0.17399666,-0.10421695,0.116272144,0.18917227,-0.06287227,-0.0015429287,-0.2667587,0.17997767,-0.26695904,-0.12319575,-0.06547613,0.18568209,-0.1391886,-0.21738563,-0.06444098,-0.1211663,0.0014283106,0.03774362,-0.18025114,-0.010672094,0.13238493,0.008725532,0.10231784,0.10724101,0.005299784,-0.22712511,0.104242794,-0.016727678,0.14510949,-0.02646751,0.050533786,-0.2844565,0.068406224,-0.007450926,0.056853797,-0.020099308,0.1405243,-0.077252805,0.13796552,0.09542965,-0.023400312,0.33612663,-0.09571201,0.08433544,-0.2405991,-0.13464645,-0.14439991,-0.096813045,-0.028054532,-0.3360028,0.30755392,-0.018970976,-0.1042391,-0.15782869,0.087448984,0.14836496,0.3902644,0.39630422,0.10826734,0.020713003,-0.055575293,0.30702093,0.22150227,0.17895374,-0.25504246,0.024328744,0.0457373
2022-01-11,39.37916666666667,39.9125,38.74583333333333,39.1,7360033.333333333,-0.0025681688,0.14854622,0.22324036,-0.047596566,-0.15054539,-0.54617333,0.029400516,0.33154133,-0.29110602,-0.15623531,-0.15680034,-0.26562074,-0.15078,0.11390469,0.0050977315,-0.09350233,0.026105251,-0.17486753,-0.15567772,-0.51916015,0.10576372,0.018209148,0.1290931,-0.14935185,-0.0011816896,-0.18611127,-0.009930775,-0.22556761,-0.15836333,-0.04720717,0.002620927,0.14136155,0.032911025,-0.15702905,-0.007813856,0.0123955235,0.14911184,-0.11091801,0.07846676,-0.18161792,0.06627946,-0.17987314,-0.14478338,0.040659774,0.25504437,-0.1099398,-0.1990651,-0.13871656,0.024713617,0.117864095,0.21865135,-0.16400108,-0.19663884,0.13735285,0.057529002,0.10594555,0.096287474,0.014044275,-0.12453805,0.10745424,-0.16561563,0.18875912,-0.15349758,0.07361103,-0.3387813,0.19862649,-0.08672098,0.11988328,-0.037776973,0.22089219,-0.19956999,-0.054268997,0.17901723,-0.06300829,0.18807323,0.003421919,0.100839615,-0.122468315,-0.19561978,-0.18057053,-0.08214178,0.022348527,-0.3086852,0.18378165,-0.08353468,-0.009470258,-0.15851887,0.2322753,0.25176734,0.29724377,0.4057653,0.14435995,-0.009260495,-0.14533474,0.2702092,0.119955614,0.23051834,-0.14852111,0.12627028,-0.026263604
2022-01-12,39.1125,40.9,38.49166666666667,40.84166666666667,14513583.333333334,-0.11830744,0.04661609,0.26932576,-0.064945064,-0.10077927,-0.41466108,0.052264813,0.40138817,-0.13702752,-0.15092626,-0.039340753,-0.17837338,-0.018341258,0.18341054,-0.014142778,-0.23750776,0.020061525,-0.10260073,-0.10892088,-0.48971272,0.047911618,0.007965924,0.15369569,-0.2098504,0.070206225,-0.14106303,-0.06698779,-0.19741526,-0.28446138,0.016103154,0.024527246,0.15207966,0.08584451,-0.1605959,-0.13719971,0.1656911,0.15278648,-0.23715393,-0.0561855,-0.248404,-0.01817368,-0.16915846,-0.18768458,-0.04342091,0.13761345,-0.12847832,-0.090626165,-0.21870406,-0.050121386,0.033067226,0.12283159,-0.19431962,-0.07984117,0.10781892,-0.05478553,0.080083765,0.069543235,-0.075203314,-0.13255942,0.045779094,-0.11779019,0.1904604,-0.074804366,0.015205568,-0.1450236,0.062987484,-0.04801935,0.1506878,-0.24537525,0.2598887,-0.28340298,0.103678375,0.12531516,-0.08080788,0.28701317,-0.03945277,0.12880306,-0.24965023,-0.19465235,-0.05473384,-0.054745015,0.04736028,-0.2856146,0.36320707,-0.039864242,0.016319953,-0.13923958,0.10682089,0.20701529,0.2384592,0.37103942,0.0592916,-7.685397e-05,0.014609719,0.15304114,0.14658017,0.14450961,-0.100035936,0.07456925,-0.06796676
2022-01-13,41.275,42.575,40.6625,41.18333333333333,17398383.333333332,-0.12560828,0.08912501,0.23674719,-0.18148999,-0.115471676,-0.3263545,0.07648617,0.5003335,-0.18473822,0.03960802,-0.119321354,-0.2760528,-0.078858934,0.15977617,0.008137974,-0.19835646,-0.033111047,-0.08386419,-0.077165246,-0.56844443,0.12672225,-0.03959401,0.1661233,-0.12185259,-0.012884518,-0.100979894,-0.013588736,-0.27483964,-0.3231788,0.061370578,0.06258136,0.10531752,0.090036124,-0.1371229,-0.13704649,0.0893272,0.052780095,-0.1715945,0.12931596,-0.23126948,0.09707777,-0.26013145,-0.16406006,0.007022716,0.1246641,-0.10528096,-0.17699826,-0.16495238,-0.0064995405,0.01983587,0.25890085,-0.16617407,-0.10056782,0.0717061,-0.02542091,0.07726795,0.041341983,-0.098629296,-0.16612042,0.028958777,-0.03196253,0.054653734,-0.15124916,-0.026417345,-0.14272779,0.11388762,0.007184332,0.1914356,-0.20343709,0.25008944,-0.27753642,0.20292799,0.09777483,0.032876123,0.22613847,0.04267394,0.09763669,-0.15208264,-0.14971553,-0.09801614,-0.02389267,0.09643776,-0.35040864,0.33653122,0.0489578,0.023734665,-0.06995673,0.12564163,0.26748228,0.24082468,0.42430365,0.06930615,-0.07635091,0.08344774,0.20772399,0.24683681,0.1742478,-0.10103776,0.032015067,-0.103113554
2022-01-14,40.8,41.6625,40.44166666666667,41.24583333333334,7260883.333333333,-0.14871386,0.02720136,0.23031434,-0.10492086,-0.23166586,-0.42294028,0.063642904,0.2912058,-0.23757209,0.04150371,-0.04959187,-0.28855798,-0.009183031,0.11741275,-0.0014332926,-0.13963671,0.05080388,-0.10319511,-0.21146958,-0.43964773,0.16814959,-0.037025504,0.07352414,-0.25752586,0.017548993,-0.027145421,0.030248413,-0.2887944,-0.29978296,0.0045564934,0.082775675,0.10705108,0.030348005,-0.19288155,-0.07907123,0.15234417,0.07082286,-0.17833604,-0.05209337,-0.3171459,-0.025679965,-0.1809772,-0.19751325,-0.1341049,0.19043534,-0.14210233,-0.07306002,-0.16199201,0.029568814,0.0950989,0.1904346,-0.25386423,-0.10200759,0.10903929,0.021104733,0.105017096,-0.03165621,-0.040591147,-0.2072294,0.055728387,-0.098583825,0.13474865,-0.15166788,0.028987369,-0.17106904,0.09044742,-0.023925543,0.14998087,-0.097419515,0.29139408,-0.22070928,0.00929569,0.1470339,-0.036419023,0.1997196,0.065189995,0.07766794,-0.07951265,-0.31414497,-0.14302945,-0.06912325,0.08936466,-0.26034525,0.34448752,0.02918625,0.0539198,-0.16730659,0.18668482,0.21281147,0.29444724,0.35747722,0.03757742,-0.119036205,-0.06733143,0.23638757,0.28981823,0.25986302,-0.26450613,0.008531561,-0.061950453
2022-01-17,41.075,42.20416666666667,39.62083333333333,40.2,14151141.666666666,-0.10854949,0.08409527,0.14023276,-0.0911651,-0.21055141,-0.38356745,0.10116914,0.43046647,-0.24206948,-0.059066813,-0.1170378,-0.33422324,0.020108553,0.20479245,0.07337349,-0.13060965,-0.040980686,-0.110180035,-0.14383903,-0.40905675,0.1686102,0.029540619,0.108746074,-0.17181021,0.11871789,-0.023070076,-0.029045494,-0.23630083,-0.29025638,0.05859284,0.05496759,0.104413696,0.031437658,-0.19768833,-0.0846352,0.21968535,0.076148644,-0.2003203,-0.058213215,-0.25156197,-0.09029089,-0.16357349,-0.22543077,-0.02964061,0.111383125,-0.19574855,-0.08799981,-0.23730369,-0.054769695,0.011753677,0.19437768,-0.22018968,-0.1810586,-0.01682842,-0.13321,0.12948269,0.030523293,-0.025855392,-0.072393864,0.044899184,-0.081094176,0.221683,-0.12402684,-0.03559216,-0.16410907,0.25864166,-0.03273091,0.14581484,-0.20531808,0.3352565,-0.19450977,0.14526421,0.17004663,-0.0866124,0.20573431,0.013837119,0.14597586,-0.15167785,-0.1969706,-0.087913655,-0.058634803,-0.08120563,-0.2889622,0.28873545,-0.06273521,0.048150938,-0.19981954,0.12215829,0.27433157,0.23565114,0.41298664,0.12553842,-0.13978589,-0.041977882,0.20817652,0.22757842,0.26761773,-0.098947234,0.19569631,-0.10184804
